x,y_predito,sentimento
Ótimo dia pra galera do Ifal que teve a pré - matrícula deferida,2,positive
 Fiz eja  e depois  anos de concluir o eja prestei Enem passei no IFSP em primeira para o curso de ADS pelo ingresso via Enem  ifsp tem ingresso via histórico escolar então desci pra segunda colocada para o ingresso geral só porque o histórico escolar do eja fica com nota média,2,positive
maquina mais forte do ifes serra  co/vvWJqoSB,2,positive
me sinto em santa teresa nesses ar condicionado do ifes,2,positive
Passei em º lugar no sorteio do curso de espanhol do iff  momento de glória 😭😭,2,positive
Ontem eu fui andar a toa no IFF porque meu vizinho tá participando do processo seletivo da pós e encontrei o prof Maurício.  Não aguento  cara  ele é muito fofinho.  Quando eu for prof eu quero ser afetuosa que nem ele.    Um querido.  ❤,2,positive
Gente o laboratório de cerâmica do ifes é a coisa mais linda do mundo queria mt trabalhar nele,2,positive
 Saudade de cagar no ifes ouvindo todas deste,2,positive
pedro arthur saiu do colégio dele pra ir me buscar no ifal pra gnt ir pro ponto juntos  é mt amor por mim,2,positive
  o melhor técnico do ifto campus palmas,2,positive
Que sdd do IFSC,2,positive
 o insta e tk da nossa sala deveria virar patrimônio histórico do ifmg gv,2,positive
eu e o muka saiu do dormindo do ifal ate a forene sono bom da boba,2,positive
adoro tirar fotos de animais fofos que aparecem no ifes  co/AerFDRWBf,2,positive
Classifiquei na UEAP  já estou cursando Alimentos no IFAP.  Que indecisão,2,positive
melhor coisa que existe no ifba é ter elevador  meu deus! oh escola abençoada 🙏🏼😭,2,positive
ano passado me inscrevi em duas especializações Linguística Aplicada na UFMS e Docência para Ed.  Profissional no IFMS  pensando q caso uma não desse certo  outra daria.  Agora tenho duas especializações para fazer  bem vindo !,2,positive
Tô adorando os profs do IFSC pq eles explicam como se fosse para uma criança de  anos e não como se eu já fosse do doutorado que nem os da UFSC,2,positive
 Vamos comigo nos eventos do IFF que rapidinho você conclui essas horas ❤,2,positive
André melhor arquiteto do IFPB 😂  co/OjYSzWAlo,2,positive
sergio da reitoria do ifba eu te amo,2,positive
pre requisito p ser do ifes campus viana é ser fiel e saber todos os versículos da bíblia,2,positive
No sábado    foi um dia especial no Centro de Referência do IFMA em Colinas.  Celebramos a conclusão da primeira turma do curso de Eletricista de Sistemas de Energias Renováveis  uma iniciativa do programa Qualifica Mais EnergIF em parceria com o Campus Caxias e Certec.   co/SkMcfkqO,2,positive
 leva ele pra passear no ifes qlqr dia desses ai pra eu fazer carinho nele amo muito animais,2,positive
bela privada essa do ifc  co/wuaaMGhUK,2,positive
a maioria das minhas melhores memórias tem um dedo do ifam  as vezes sinto saudades :/,2,positive
essa diva acha que é dona de controle ambiental  da diaren  do ifrn inteiro né? amoo a nova odisseia  a própria jonas  a arnobia,2,positive
ai como eu amo as fofocas do ifal,2,positive
 rafaa  do total de uma pessoa que eu conheço do ifsc  vc é minha favorita ❤️❤️❤️❤️,2,positive
amém irmãos do ifes de viana  clima bom graças a Deus 🙏🏻,2,positive
acho muito engraçado o processo gradual das pessoas do ifes descobrindo q a pessoa sentada do meu lado na aula é minha tia,2,positive
anonimo do ifba entregando MILHÕES e provando ser a melhor conta de fofoca já criada  chupa choquei,2,positive
nossa dinas passei em letras no ifsp  co/gjdjJgfCvY,2,positive
CARALHOOOOOOO MINHA MÃE PASSOU NA GRADUAÇÃO DO IFPA 😭😭😭😭😭😭😭😭,2,positive
to com tanta saudade de estar fofocando com as de verdade no almoço do ifes,2,positive
 Eu que digo isso aí kkkkk  pelo horário achei que ninguém estaria na rua  fiquei muito alegre ao te ver Mary  vcs me trazem boas lembranças e felicidade 🤍  Sair do Ifro me doeu  mas sair do Ifro com os melhores amigos me curou.  Vamos nos ver dnv em breve se Deus quiser 🙌,2,positive
eu a caminho do iff com esse álbum no fone  simplesmente,2,positive
pensando na minha professora substituta do ifsc que foi um amor comigo e com a minha mãe,2,positive
silvano sales y café y dominó  mais uma manhã típica no ifpe  obrigada deus,2,positive
eu tava aí.  top  piores momentos que vivi por causa do ifsc  mas valeu a pena só pro lucas criar esse conteudo,2,positive
bom dia com o professor mais lindo do ifs 😍😍😍😍😍😍😍😍😍😍,2,positive
 sangue de cristo que saudade da administração do ifes  nisso eles não pecavam pelo menos. .,2,positive
 AKAKKAKAKAKSKSKS tô surpresa que tu já falou uma vez.  Eu falo de você  mas como toda uma história fake por trás.  Você é minha colega da antiga escola que se mudou e eu por pura coincidência tenho seu Instagram.  Fui toda feliz falar de ti quando tu passou no ifal,2,positive
nós comércio  quando somos a melhor turma do ifpr,2,positive
que orgulho da minha irmã no IFsc 😍,2,positive
De acordo com a minha irmã a Danny bond foi hit no ifal na época que ela estudo   co/CnngdiiY,2,positive
eu adoro que o ex reitor do ifes me manda parabéns todo ano no facebook,2,positive
achei uma jaqueta vermelha de couro LINDISSIMA aq no brecho do ifam estarwi comprando,2,positive
Amo o fato de ser confundido com um estudante do médio do IFC . . .  me sinto uns  anos mais novo,2,positive
ser mulher no ifap tá valendo a pena me encheram de docinhos e lanchinhos 😭,2,positive
 e  sempre serao as melhores salas do iftm.,2,positive
Amo vocês viados do iff! Tragam mais entretenimento para mim pff,2,positive
Nesta data  tenho a felicidade  como reitor e me sinto honrado por isso  em ter a alta gestão do IFAP formada com % de mulheres que levam à frente o nosso ensino  a extensão  a gestão de pessoas e a administração.  Tenho mulheres liderando  das  Pro-reitorias.   co/kquRWO,2,positive
pudim do ifce é uma DELÍCIA FODASE Q É TAO DURO TAL QUAL UM BOLO AMEI,2,positive
saudade de jogar dominó no ifba o dia todo,2,positive
Bati um papo bom  bebi duas garrafas de sprite e agora estou comendo um bolinho de pote enquanto leio sobre a formação de diamantes.  Tarde boa no IFBA.,2,positive
Nosso egresso de Engenharia Elétrica  Yuri Ferreira  está prestes a levar o nome do IFSC para o Rio de Janeiro! Formado em   ele foi aprovado no concurso da Petrobras e logo embarcará para a capital fluminense para realizar o curso inicial na empresa:  co/RTijIcM  co/XIEreWOoA,2,positive
Que saudade deu de estar no iff com meu grupinho🥹,2,positive
agora um sonho: ter uma palestra decente no ifpr,2,positive
 CARA SIM amo minha mãe do ifsc,2,positive
Já estou com sdds do ifs😔😔,2,positive
 de março  Dia da Mulher!  Nós do IFBA Santo Amaro parabenizamos as Mulheres e desejamos todo o amor  respeito e afeto que possa existir.   Feliz dia a todas vocês  sempre unidas e cada vez mais fortes!  co/DSvZDYIG,2,positive
dia muito bom por aqui no ifam cmc!!,2,positive
Fds  vou ser destaque no ifma e consegui o reconhecimento q mereço,2,positive
passei no ifce fvck todos  co/UqLeJHDb,2,positive
o kaue quando é o maior divo da mecânica do ifce eu amo um homem,2,positive
Passei no IFSC. . . .  (E agr?  oque faço da minha vd),2,positive
saudades jogar esse aqui durante as aulas chatas no ifes,2,positive
um feijãozinho tropeiro no iff  delícia,2,positive
rebeca meu maior orgulho mds chegou no ifap arrasando nos   meu maior orgulho AAAAAAAA,2,positive
Dia da mulher e meu trabalho sobre mulheres ta sendo apresentado no ifg  me sentindo a maior,2,positive
Deve ser mto legal ser professor do ifsul e poder andar pra lá e pra cá cm uma blusa escrito “Palestina livre”  amo essa escola puta merda,2,positive
Um grande momento para o desenvolvimento da nossa região com a implementação do campus do IFCE em Mauriti.  Aproveitei a oportunidade para encontrar com Raimundo Júnior  vereador e vice-presidente da Câmara de Juazeiro do Norte.  E também pude visitar a Prefeitura de Barbalha e o…  co/ddsHxXfu,2,positive
eu moro perto demais do ifba quero estudar lá,2,positive
só coisa boa no ifc,2,positive
O maior galã do IFF,2,positive
Adoro o conceito de passar batom vermelho  na sexta  só p ir embora do IFF bem gatinha,2,positive
daqui pra amanhã eu chego em casa  mas a minha última festa do Ifal e do ensino médio foi fodaaaaa,2,positive
me senti uma princesa agora  o uber parou na beirada da escadaria do ifsc p eu nao pegar mt chuva!!!,2,positive
todos os projetos fodas do ifma são coordenados por mulheres  feliz dia das que fazem acontecer!!,2,positive
EU PASSEI NO IFES  no IFES PRA ENGENHARIA ELÉTRICAA CARALHOOOOOOOO,2,positive
a experiência de ter estudado no IFES e ter morado com as meninas foi a melhor de todas q eu tive e provavelmente uma das melhores q eu vou ter minha vida inteira.   sinto uma saudade do caralho.,2,positive
Maceió é muito pequena veir tava bem linda no meu Uber moto e do nada vejo a  andando pela rua com seu humilde fone de fio bem linda KAKAKAKAKAKAKAKAKAKAKAKAKAKAKAAKKAKAAKKAKAKAKAKAKAKAKA aí dei um grito o Uber moto tomou um susto da bstfr SE POCOU TANTO O CARA,2,positive
"eu e Arthur bem lindes as : da manhã fumando tabaco na calçada  na rua mais deserta existente do Reginaldo  aí veio um veio manco  - tem um fósforo pra acender cigarro""  - moço tem isqueiro  serve? corta pro cara abrindo uma carteira lacrada de camel novíssima . . .",2,positive
 o teu idolo né? o maior atacante do ifpi. . .  botica ainda tem q aprender muito com ele,2,positive
mas no geral eu gostei das músicas  baixei até o álbum pra ouvir no ifba,2,positive
 Qisso borges a maior gostosa do ifal,2,positive
me fizeram subir na escada mais podre do Ifal  mas foi bom DMS♥️,2,positive
lembrando aqui que em  pedi aos os anos do ifes ibatiba pra adaptar e encenar  peças do gil vicente  meu deus aquilo tomou mil aulas e movimentou a escola inteira mas pqp hoje eu pagaria caro num ingresso pra assistir novamente  que dias maneiros  co/BKRFBinYz,2,positive
passar no iff vai ser fácil  vou ter um gostoso me ajudando a estudar,2,positive
Ganhamos do IFES,2,positive
Ontem participei de uma das mesas mais potentes que já tive a honra de ser convidada.  Estava simplesmente ao lado de Ivete Bastos(Sttr)  Margareth (CiTa)  Gilmara (Oab)  Livea Amazonas atriz  policial e criadora de conteúdo  a convite da Professora Val do IFPA.  Que forte que foi!  co/rDaXAYQD,2,positive
Vence o trepida!!!! Tigrinho do ifes pagou!!!! 🐯🐯🐯✅✅✅ hahahwhahaha,2,positive
Federais de Educação  e um deles será no estado do Amapá  no município de Tartarugalzinho.    É com muita felicidade que nós recebemos essa notícia também  pois sabemos que um novo campus do IFAP vai democratizar ainda mais o ensino no interior do estado.,2,positive
 meu favorito do ifsp tinha que passar né monamu,2,positive
arthur de longe mano mais bonito do ifes,2,positive
Real! A vida que eu desejava quando tava no Ifes e morava na roça: morar sozinha na capital  estudar na federal e poder viajar vez ou outra.,2,positive
amo a reitoria do ifba lugar mt divônico,2,positive
   Ótimo  esperamos que sim! No IFSP e UNIFESP nada ainda. . .,2,positive
eu vou passar no ifsp eu vou passar no ifsp eu vou passar no ifsp eu vou passar no ifsp eu vou passar no ifsp eu vou passar no ifsp eu vou passar no ifsp :),2,positive
sentir saudade do ifes sempre vai ser muito agridoce,2,positive
eu amo esse bi(cha)ssexual,2,positive
 Aqui no IFPB teve uma greve sim  curta porém teve.  Eles só esquecem que com muita luta conseguimos barrar a PEC .,2,positive
  simplesmente a seleção do IFF  jogaremos em breve,2,positive
ano retrasado eu conheci uma menina tao legal no curso que eu fazia pra entrar no ifpe:(( o nome dela era andrielly ela era toda coquette gostava de bts  lia fic no AO e os caraio ela era tão legal pipi eu acabei perdendo o contato dela quando troquei de celular pipipi  co/eOElfOpws,2,positive
Reitor do IFRJ  Rafael Almada projeta ampliação do instituto no Rio com anúncio de Lula na terça: 'Uma das maiores'  co/abPWeHHyC .,2,positive
simplesmente apaixonado na queen (cachorrinha do ifsc são josé) com chapeuzinho de formatura 🥹🎓  co/PznrISBA,2,positive
No IFBA (federal da Bahia) para evitar a evasão dos alunos que entravam nos cursos de engenharia mas não tinham boa base de exatas tinha um programa opcional de revisão do ensino médio onde preparavam o aluno para pegar os cálculos mais barril e isso era lindo 💞,2,positive
 No IFPE tínhamos o PROIF  pros alunos do ensino integrado (médio e técnico) advindos de escola pública ou qualquer um na verdade  que tivessem dificuldade com matemática básica sabe? Foi e é tão importante até hoje.,2,positive
O programa Ciência em Movimento tem acompanhado os projetos do IFF Paulo de Frontin.    Nesse programa acompanhamos os resultados do I Seminário Internacional de Educação  Empreendedorismo e Gestão.    Um projeto de educação transformador.     co/qYUTUhsyy,2,positive
Bom dia galera massa da    tô aqui elaborando avaliações para meus alunos e de olho no Liverpool X Manchester City.  Jogão! Mande um abraço para mim e meus alunos do IFRN Campus Apodi por favor! #PremierLeagueNaESPN Valeu ESPN   Klopp X Guardiola   caraca!  co/iaQppenC,2,positive
 Olha  eu gosto das salas de estudos isoladas.  Mas ela são mais pra estudos em grupo.  As tias das bibliotecas não deixam pegar se não for grupo.  Gosto mais do IFSC q o ICMC  pois MTA gente no ICMC.  EESC reformou a bolsa blioteca e parece boa  mas nunca usei  n sei dizer certo,2,positive
 na terezinha do ifes conta? se sim eu ja fui  se nao eu nunca fui.  mas sobre esse negócio eu nao tenho ta nao  to de boa com alimentação,2,positive
  Concordo.  E acho que isso acaba elitizando o ensino superior tb  quando ele devia ser democratizado mesmo.  Achei lindíssima essa iniciativa do IFBA.,2,positive
Nunca fiz  fazia mesmo na escola indo pro banheiro do IFMA mostras os peitos pra Laura  Del e Stefany. . .  Fomos felizes,2,positive
Temos uma seleção no vôlei feminino do IFSC Chapecó!!! Somos campeões da copa Lurdão !!! 🥳🥳🤩🤩🏆🏆🏐🏐,2,positive
é tão reconfortante pra mim que mesmo que a Andrade e a Barb não estejam no IFRO igual antes  agora eu tenho a Madu e o Celso mais presentes na minha vida do que eu tinha no ano passado,2,positive
Eu nn lembro quem me vendeu um vade mecum  lacrado por  reais no ifes ano passado  mas saiba q eu te amo.  Comprei na zoeira e agr to economizando  conto,2,positive
 E conseguir essa vaga no ifb me ajudou em duas coisas ao msm tempo,2,positive
Esse Lucas perdeu a carteirinha dele no quiosque e eu uso até hoje como régua quando tô lendo e preciso marcar algo.    Obrigada Lucas de Araújo de enganaria do iff  você é um anjo  co/lnlYZoqwm,2,positive
A psicóloga do IFba que amava suco de acerrola,2,positive
 VC N FUMA CIGARRO COM SABOR????? ah sim claro   KKKKKKK tava brincando da pt de mat vc é gênio do iff de cabo feio q eu sei,2,positive
Sai de casa tão linda hoje e cheguei no Ifal só o bagaço,2,positive
o sequilho do ifba bate certo vei,2,positive
minha pesquisa foi aprovada no comitê de ética 🥺 juro que nunca fui triste marizinha no ifsp jogando rpg pra fins acadêmicos vem aí!!!,2,positive
Eu quando digo que passei em # no IFPE ai quando tu vai ver minha nota foi tipo  ,2,positive
Se você tem paixão por desenvolver produtos incríveis e deseja uma experiência única de aprendizado  essa é a sua chance! 📈 Não deixe de visitar nosso site para se inscrever.  Vamos juntos fortalecer os valores do cooperativismo no IFMA! 💼🤝  co/CqdLbDvN,2,positive
O uniforme do IFSC de futsal é mto engraçado,2,positive
adoro todos os meus professores do ifma  cada funcionário de lá sempre foi mt querido com minha família  ter estudado lá foi a realização de um sonho  msm tendo entrado lá depois que meus pais sairam  sinto muita saudade do meu ensino médio  fui mt feliz lá,2,positive
Saudades do campus Goiânia ifg  tão colorido  aqui no campus Barreiras do ifba é tudo branco parece hospital,2,positive
acabei de receber um e-mail falando que meu diploma do ifal está pronto finalmenteeeeeeerrreeeeeeee,2,positive
horovits como pode vc ser o professor mais legal do ifb  responda agora,2,positive
lembrei agora com carinho do dia em que o esquadrão antibombas veio de porto alegre pra explodir uma mochila com livros no ifsul.  rendeu boas cenas:   co/NLLSavrc,2,positive
 tenho q passar no ifes  ensino médio particular tá valendo um rim 💔,2,positive
Hoje vão começar as atividades da faculdade  estou particularmente muito animado - pra ser sincero  a maior vontade de fazer o superior no ifal era ter aquela sensação de casa denovo  ver pessoas  falar com pessoas diferentes o tempo todo+,2,positive
Era confortavel  ter essa sensação de pertencimento e comunidade  fazer parte de algo é bom  sinto muita falta disso  saiba se vc era uma das pessoas que conviviam comigo no ifal  a gente falava besteira  lhe mostrava desenhos ou algo assim você é muito importante pra mim,2,positive
Fazer a prova do IFSul final de ano e passar tá sendo minha meta. . .,2,positive
o empadão do iff é muito bom vsfd,2,positive
🎥🚀Atenção  estudante! Você está convidado para uma sessão especial de cinema no nosso Cineclube! No dia  de março  às h  no Auditório do Ifes - Campus Colatina  vamos mergulhar na aventura do filme “De Volta para o Futuro” e explorar sua trilha sonora icônica.   co/ubLuJCifn,2,positive
hoje que caiu a ficha que esse é meu último ano no iff  fiquei nostálgica lembrando do meu primeiro ano🥲,2,positive
 Tu tá foda mesmo  primeira prova do IFSC  já tirei  ,2,positive
os ifs tem sempre os mesmos homens ne eu fiquei por min aqui no ifsc e sao os mesmos homens do ifrs incrivel,2,positive
eu tava no ifal eu lembro q eu tava chorando de felicidade no intervalo e a boni apareceu la POR ALGUM MOTIVO encontro de titãs vei esse dia foi lindo,2,positive
a sensação de ver uma bixinha minha do iff na ufsm toda feliz com a aprovação e poder ajudar ela de novo  não sei explicar mas isso é incrível,2,positive
Dando uma volta pelo iff e vendo como ela faz falta aqui 😭😭🥺😭😭😭 sdds de quando eu conheci ela aqui no iff 🥺🥺😭😭😭😭😭😭😭😭😭😭😭,2,positive
muito eu hoje bem vi uma moça no ifba e a diva acenou pra mim 😭😭,2,positive
Essas fofocas do ifes tão rendendo,2,positive
nesse dia eu coloquei a tica e a teca pra correr só com o barulho da minha risada me consolidando assim o personagem mais poderoso do ifrn campus pdf.   co/VGXkIu,2,positive
saudades de cochilar grudadinho c meu homem no ifsc hoje,2,positive
Como pode. . .  esses tempos estão sendo tão bons 🪼❤️,2,positive
Segui no insta professores do ifsc que acho dives,2,positive
tô tendo aula com uma professora do ifsc e ela eh LINDA meu deus tô apaixonado,2,positive
sera q aquele casalzinho sensação do ifba sabe q eu e isabel tratamos eles q nem famoso e vivemos p falar como achamos eles fofos juntos,2,positive
meu sonho chegar no IFRR e pá tem a maquininha de café ❤️❤️❤️,2,positive
Rapaz não tenho muito contato com você se eu não me engano só falei com você  vez no ifba.  Pelas suas postagens você é uma pessoa super legal e descontraída e as vezes eu fico com um desejo de pegar vc…,2,positive
O LUIZ ME CONTANDO AS FOFOCAS TODAS DO IFES EU AMOOO,2,positive
tô com saudade dos meus amigos do ifs,2,positive
pensando seriamente em jogar lic.  matemática no ifpa 😭,2,positive
Eu tô com saudades dos besties do ifsc,2,positive
gwnte e o allyn q e a melhor pessoa do ifsc sla  co/DmnHEKVZ,2,positive
Essa Live rendeu um dos melhores momentos do IFRJ pra mim  co/yzYSrdFCxq,2,positive
 saudade de ouvir vc (literalmente a única do ifs q me chamava pelo segundo nome) gritando meu apelido 😭😭😭😭,2,positive
Lembrando do ifal e o coração cheio de saudade 🥹🥹,2,positive
 farda mais padrão do Brasil é a do graça  a do ifma é mil vezes mais bonita,2,positive
Que saudades da época do Ifal  eu daria tudo pra voltar naquele tempo e viver tudo de novo,2,positive
Hoje no  voltando do IFES um cara lindo completamente meu tipo sentou na minha frente e ele tava com um shortinho curto e meias do Bob esponja???? E eu tava num estado intenso de  co/NhHecPUv,2,positive
Presença confirmada.   novas unidades dos Institutos Federais  sendo  no Maranhão.  O Centro de Referência do IFMA em Colinas será transformado em campus.  E Amarante  Balsas e Chapadinha ganharão seus campi IFMA.  Grande avanço.  Um salve de agradecimento ao presidente…  co/RZhLwUMYl,2,positive
Arrependimento nenhum… nem da minha parte  nem da dela.  Época mais foda da nossa vida!!! Eu só sou a pessoa que sou depois do IFF  papo reto.  Perco tudo lembrando de como fui feliz pra caralho,2,positive
Claro que isso reflete por eu ter começado no iff com telecom e ser totalmente grata a todas as oportunidades que tive até hoje e sigo tendo  assim como o livre acesso aos meus coordenadores  tanto Wilton  quanto Suélly atualmente.  Sim essa avaliação do MEC me deixou pensativa,2,positive
Saudar com muita alegria a transformação do Centro de Referência do IFMA de Colinas em Campus.  Ano a ano tenho colocado emenda parlamentar lá  o que também tem sido feito pelo  colega de bancada  .  Avanço importante  viva   !!!,2,positive
Curso de Produção Cultural do IFRN obtém conceito  em avaliação do MEC &gt;  co/ZTbnvLsI,2,positive
  Eu fiz ensino médio integrado no IFTO e smp fico falando p minha sobrinha fazer tb  a educação transformou minha vida,2,positive
adorando ver as movimentações no ifes pelo twitter kkkkkk,2,positive
Se alguém conhece a(o) secretaria(o) do IFTM. . .  tinha pra agilizar um histórico escolar.  Não é suborno  é gratificação por um trabalho de excelência,2,positive
Obrigado  presidente .  O Ceará ganhará novos campi do IFCE  reforçando ainda mais a educação do nosso estado!,2,positive
 Minha filha estuda no IFPB e está terminando o ensino médio integrado com Técnico em controle ambiental.  Aos  anos já terá uma profissão.  Isso é ótimo!,2,positive
Representando mais de   milhões de alunos  durante cerimônia de anúncio das  novas unidades do Instituto Federal  Mariza Cajado  matriculada no IFB São Sebastião  falou emocionada sobre a importância da educação para a mobilidade social e o futuro profissional  📲 DIGITAL/PR  co/ByVuMygv,2,positive
Lula prometeu e está cumprindo! ⭐️  Com muita felicidade conseguimos a expansão do IFPR no nosso estado com  novos campus:  Araucária  Maringá  Toledo  Cianorte e Cambé!,2,positive
Dinossauro de Tijucas (ex-Dinossauro de Santo Amaro) feliz pela chegada do IFSC à cidade.   co/sspmEkmHTT,2,positive
Maringá  Araucária  Cianorte  Cambé e Toledo.  Me deu um certo alívio ao ver esses nomes na lista de novos campi do IFPR anunciados hoje.  São cidades industriais  com vocação tecnológica e demanda por trabalho qualificado.  Ufa! Dessa vez não teve maluquice!,2,positive
Cinco novos campus do IFPR no Paraná! Uma bela articulação do Reitor Adriano que está comprometido com a expansão e da prioridade que o nosso presidente Lula da à educação.   Por um ensino público  completo e socialmente referenciado!,2,positive
  Sou fruto de IF! Do IFSP pra IBM! com escala na Western Illinois University via CsF! IF é foda demais!,2,positive
 Sou cria do IFSC de Criciúma  me formei em  técnico em eletromecânica e foi a porta de entrada para as universidades  estou muito feliz.,2,positive
Mais  institutos federais no Brasil.   E tem também para o Amazonas.  É Lula investindo em educação.  Oportunidades para milhares de jovens.  Por isso coloquei quase  milhões em emendas parlamentares para equipar todas as unidades do IFAM no interior e na capital.   co/NXJzYkyZv,2,positive
se eu passar em cálculo tbm pode me colocar como um dos maiores genios do iff macae puta que pariu,2,positive
Oito estudantes do Ifes estão concorrendo ao º Prêmio Destaque na Iniciação Científica e Tecnológica  organizado pelo CNPq.  O Campus Colatina está sendo representado pela Wellem  do curso de Arquitetura e Urbanismo.  Vamos torcer por ela! Saiba mais:  co/xYbpOtTfJ  co/dyHBwLovfV,2,positive
Terminar meu mestradinho pra ser prof do iff,2,positive
Noticia maravilhosa ✅  novos Institutos Federais  sendo  no Maranhão.  O Centro de Referência do IFMA em Colinas será transformado em campus.  E Amarante  Balsas e Chapadinha ganharão seus campi IFMA.  Grande avanço.  Um salve de agradecimento ao presidente ,2,positive
  esqueceu saudar os TAEs do IFs em sua fala.  Os IFs não são só professores  ministro.  Educação bem feita é feita por todos os servidores,2,positive
Terminando um doutorado  certeza.  Talvez  com uma namorada linda  Tocando na banda do IFCE  a coquetel. . .,2,positive
VEM AÍ UM CAMPUS DO IFB NO SOL NASCENTE PORRA!!!!!! Taguatinga  Ceilândia e agora no Sol Nascente!!!!,2,positive
Orgulho de ter me formado no IFSC.  Segundo melhor curso de Engenharia Civil do País (quando me formei).  Quem faz IF não se arrepende.,2,positive
Ribeira do Pombal agraciada com um IFBA.  Obrigado   agora formaremos jovens qualificados.  Fico extremamente feliz  pq sei do Poder de Transformação educacional do IF.  Por  anos  laborei no IFS  e com muito orgulho defendo essa rede tecnológica.,2,positive
Minha filha estuda no IFAP  pense em uma instituição top  ensino top  quadro de técnicos e docentes top.  Ela tá maravilhada e eu como pai  só tenho agradecer ao  e desejar que muitos outros brasileiros tenham acesso ao melhor do ensino público!,2,positive
Estudar no IFMA foi um divisor de águas pra mim  que notícia maravilhosa  meu presidente!!!,2,positive
Isso é um ótimo indicativo  Eu sou fruto do IFPA  formado em geografia  fiz programas como PIBID e Residência pedagógica.  Convivi com diversas pessoas que o IF foi essencial para transformar as suas vidas em vários aspectos: físicos  culturais  intelectuais  profissionais.,2,positive
Ótima notícia.  Por : Lula anuncia criação de duas novas sedes do IFAM no interior do Amazonas  co/HGLMeQG,2,positive
o presidente luly meteu  novos campus do IFRJ (nao está sustentando os  ja existentes,2,positive
estou tão emocionado com essa notícia sobre os novos três campi do IFRN  muita gente pode até achar besteira  mas pra realidade da minha umarizal  isso é um marco histórico!,2,positive
TEREMOS MAIS  INSTITUTOS FEDERAIS NO RN!  Como ex-aluna do IFRN  falo com muito orgulho da transformação que os institutos proporcionam na vida dos estudantes  das suas famílias e comunidades.  Temos que celebrar muito essa conquista  que venham os novos IFs 💚❤️,2,positive
 Agora só falta eu conseguir minha sonhada transferência do IFMS Navirai  pro IFPR Maringá pra ficar junto com a família.,2,positive
Ajeito os ventiladores  ar condicionados  TVs e tudo mais lá em casa  o lado bom de ser formado no IFAM em técnico em mecatrônica ter feito um SENAI  na vida,2,positive
meu sonho minhas filhas estudarem no IFES! feliz demais com essa notícia! obrigada por tudo  Lulinha! 💕,2,positive
 A política dos Institutos Federais é importantíssima.  Entrei aos  anos no IFPB e sai de lá aprovado no vestibular da UFPB e com um emprego em uma empresa local de energia que me pagava mais de um salário mínimo.  Foi assim que consegui cursar os  anos do meu curso na UFPB.,2,positive
  Sua gestão tem feito a diferença no IFAP 😍,2,positive
 Tive o privilégio de estudar no IFB. . .  prédios novinhos  cursos e professores muito bons.,2,positive
Vem de ensino técnico no Paraná! 📚  Essas são as cidades que serão contempladas com novas unidades do IFPR (Instituto Federal do Paraná): Araucária  Maringá  Toledo  Cianorte e Cambé.   Lutamos bastante por isso e conseguimos essa conquista tão importante para o nosso estado!  co/ctUSBzx,2,positive
 Excelente notícia.  Meu irmão é Aluno do IFRJ e sei da qualidade dos institutos federais.  Espero que mais pessoas possam ter acesso à uma educação de qualidade.,2,positive
Governo Lula é mais Educação para os brasileiros.   novas unidades do IFES foram anunciadas pelo presidente.,2,positive
Esssa festa do ifes promete,2,positive
veterano de automação do iff campos centro simplesmente lenda urbana nao acho uma alma viva nessa porra,2,positive
Trabalhei incansavelmente para que novos prédios do IFPE fossem instalados nos municípios de Recife  Goiana  Bezerros  Santa Cruz do Capibaribe  Águas Belas e Araripina.  E são justamente essas as cidades contempladas.,2,positive
AMAMBAI VAI TER IFMS 👨‍🎓 Hoje conquistamos mais uma vitória para a educação profissionalizante em nosso estado.  O presidente  confirmou duas novas unidades do   em Amambai e Paranaíba.  Os IFs cumprem papel muito importante na formação dos nossos jovens.   co/IblzpPZkp,2,positive
Sou entusiasta do modelo dos IFs porque conheço de perto: meu filho fez o ensino médio no IFC  técnico em Controle Ambiental.  Seguiu outra área  mas foi lá que teve o primeiro contato com pesquisa e extensão.  Até de congresso na USP participou.  Foi um divisor de águas.,2,positive
Estudar no IFMA me deu perspectiva de vida.  Por um IF em cada esquina desse Brasil 💋,2,positive
 Haha ameiii eu tô lá no ifb da asa norte Já quero mudar pro de Sobradinho,2,positive
O presidente Lula acaba de anunciar a instalação de um Instituto Federal em Sumaré.  Desde   quando inauguramos o campus de Hortolândia  lutamos para levar a excelência do IFSP a outras cidades de SP.  Vitória da educação pública de qualidade  da juventude e do povo sumareense!,2,positive
Serão construídos  novos Institutos Federais pelo país  e o Amazonas está entre os contemplados! Os municípios de Santo Antônio do Içá e Manicoré receberão uma nova unidade do IFAM  o que é motivo de orgulho para todos nós amazonenses.  Com o investimento de   bilhões para…,2,positive
Ganhei gelo do Ifes,2,positive
João Azevêdo comemora anúncio de Lula de três novos campi do IFPB: “fundamental para nossos jovens”  co/xXmNHyftp,2,positive
Vejo com muita felicidade o Piauí ganhar unidades do IFPI em mais três municípios.  Sonho com o dia que Amarante seja contemplada com uma instituição de ensino superior pública e de qualidade.  Vamos comigo nesta luta? A educação transforma vidas  sou a prova viva disso.,2,positive
O Ceará vai receber seis novas unidades do IFCE até .  Dois novos campi em Fortaleza e os outros quatro em Cascavel  Mauriti  Campos Sales e Lavras da Mangabeira.  Isso é compromisso do presidente  e do ministro .    O Ceará segue avançando! ✅️,2,positive
