polarity,text
1,eu que estudo no instituto federal acostumado com essa ideia 
0,"entreguei filosofia, deus é bom agr só segunda-feira eu me preocupo com essa merda de instituto federal"
2,passei caralho passei no instituto federal pqp
0,e eu indo pro 4° ano em 2022 ainda no ead pq instituto federal faz da vida dos alunos um inferno: https://t.co/5e119o6cca https://t.co/fe4t2pa65s
1,"fazer esse tweet hoje , dia 23 as 15:15 para quando eu passar no instituto federal vir aqui fazer meu rt comemorando"
1,algum professor do instituto federal se dispõe a deixar eu a analisar matrix
1,td vez que leio isfp na bio de alguem eu penso nossa q legal ela estuda no instituto federal aí so depois vou ver que eh mbti
0,instituto federal ce ta tirando con a minha cara
1,"imagina eu chegar no natal e falar,  seguinte fml, esse é o meu boletim no instituto federal  https://t.co/ivis6hddd7"
0,"a porra de um instituto federal, não conseguia fazer um site que preste não???"
2,"sim amor!! na vdd, essa já é outra! essa do tweet é um instituto federal e aquela lá era uma particular ( q tbm é uma das melhores da cidade ) e nas duas eu fui classificada por ter nota boa. to am dúvida agora"
1,"até pq eu nem pedi recurso nem nada. parece que houve um erro na hora de lançar as notas mesmo, de digitação errada  só sei que entrei e ano que vem completo 10 anos de instituto federal =)"
0,como eu odeio este instituto federal estou estudando em pleno natal pq a mona se organizou errado
0,"eu tenho um diploma que tá escrito  técnico em informática  pelo instituto federal, mas quando preciso formatar o pc ou trocar alguma peça, peço pra um amigo fazer pq não sei"
2,pessoal do sesi feliz pq n passei no instituto federal e tem mais chance de eu ficar no sesi. me sentindo amada 
2,"aula presencial voltando quando já tô formando que ótimo instituto federal de educação, ciência e tecnologia do sul de minas gerais campus muzambinho"
0,amanhã minha ultima prova (de programação ainda) vá a merda instituto federal de educação do mato grosso do sul https://t.co/xru914wyzk
1,"não kkkkkk, é uma escola, instituto federal de são paulo"
1,"vai ter instituto federal em miracatu, espero muito que tenha graduações boas"
2,vai ter instituto federal em miracatu aaaaa lelek vai tirando minha cidade de gente boa
0,instituto federal agilize já passou da meia noite isso deveria estar programado
1,"tem de um ou outro de escola pública. no caso, todos de colégios militares (estaduais e federal) e do instituto federal. tbm tem vários que fazem cursinho com bolsa, mas foram formados na escola pública."
1,está mais para  instituto lula tribunal federal. iltf
1,enfim a vida do estudante de um instituto federal (rindo de nervoso)
0,até pra eu ter meu diploma essa porra de instituto federal enrola vei porra de declaração de biblioteca nunca peguei um livro nesse caralho
1,meu primo é prof de instituto federal e tb já me falou exatamente isso.
0,"ensino básico de baixa qualidade (português e matemítica principalmente), ambiente familiar muito conturbado e falta de acesso a computadores. foi o que observei sendo professor de instituto federal."
1,"@meiodramaticg instituto federal amg, fazia ensino médio em um"
1,essa é só para os médicos. emprego.  https://t.co/fbyln7ypsg
1,alguém aq estuda em instituto federal?
2,gente queria compartilihar aqui com vcs q eu passei no instituto federal eu consegui eu passei no if
0,esse vagabundo do doria receber recurso do gov. federal pra melhorar a saúde. pelo jeito torrpu o dinheiro no instituto anchieta.
2,tinha que escolher entre eletrotecnica e informática pra fazer no instituto federal e eu escolhi informática pq eu sabia mexer em pc/celular acontece que o informática era focado em programação e eu gostei o resto foi natural
0,"eu já tinha visto cuzao, mas como esse professor do instituto federal de alagoas capsu maceió curso técnico em eletrônica na área de robótica e altomacao ......"
0,"acho que vou começar a estudar pra no final do ano fazer vestibular num instituto federal, pra fazer história (esse ano tentei pedagogia, me arrependo, mas com ctz eu passei). eu queria nutrição né, mas não tenho dinheiro"
1,instituto federal tem dessas viu.
2,sem contar outras conquistas de anos anteriores como ser medalhista de prata na olimpíada de geografia mesmo estando no 9° ano e ter passado em primeiro lugar no instituto federal de sergipe https://t.co/jjucdbqino
2,"eu literalmente posso perder 3 anos de instituto federal, perdi o 1° e posso continuar sem. puta escola foda (te mata, mas ainda é boa), e n posso aproveitar por causa de um fodido virus corno do caralho https://t.co/fdw8p2q28p"
1,instituto federal souza
2,nãoooo tô nem acreditando que passei no instituto federal
2,oi vida fui aprovada no instituto federal
2,estou com uma saudade incontrolível do instituto federal do rio de janeiro entre o final de 2019 e começo de 2020
1,alguem sabe se tem alguma diferença entre etec e instituto federal?
2,"legal, eu passei num instituto federal (olha, rimou k), alguém que estude ou já tenha estudado em algum if para me dizer se vale mesmo a pena estudar nele?"
1,instituto federal kkkkkkkkkkkkkk
2,o instituto federal mais poderoso desse país
2,"entrei no instituto federal, agr nada mais me abala."
2,eu passei no instituto federal carakkkkkk
0,"instituto federal gente? colégio da polícia militar de goiás está obrigando meninas a usarem saia e proibindo que elas usem calça! além disso, nenhuma aluna poderá colorir o cabelo. https://t.co/aowekqy1hv"
2,primeiro lugar química manhã no instituto federal
1,tá tentando montar o símbolo do instituto federal?
2,eu passei no instituto federal vamooo
2,gente dane-se a etec eu fiquei em quarto lugar na prova do instituto federal
1,esse tempinho só me faz lembrar de  uma coisa: instituto federal goiano campus morrinhos
1,@httpsevel em algum dos instituto federal.
1,@nuletss parece o instituto federal
1,@vaxquess_ amiga não desiste viu tem no meio do ano e tbm tem instituto federal
1,"rt @pedroqxh: mané lista do bbb22, a gente quer mesmo é a lista de aprovados no instituto federal"
1,@boiolinhab você está perguntando se eu estudo num instituto federal??
1,"@julinha_ribeir0 instituto federal amg, é tipo a etec"
0,eu n aguento mais eu preciso muito de férias do instituto federal do rio grande do norte
1,"@jadersaldanha vamos com calma:  sim, estou estudando, estou num instituto federal com curso na área, mas estudo sozinho desde dos 12  2º, não apliquei pra muitas vagas, mas as poucas que apliquei geralmente negavam, por conta da  idade  3º onde procuro mais vaguinhas?"
1,"mané lista do bbb22, a gente quer mesmo é a lista de aprovados no instituto federal"
1,@miami60s instituto federal é quase igual a etec
1,@bwsnat etec é meio que instituto federal né?
1,@camsblythe_ nao kkkkkkkkkkkk é ifrs aqui instituto federal do rio grande do sul
1,@shineshirbert @camsblythe_ if não é instituto federal?
0,instituto federal flopou e espero q continue flopado
2,eu vou pro instituto federal!!! https://t.co/spjq52ov9e
0,"eu te odeio instituto federal, eu te odeio."
1,"@kianacarvallho de: eu  para: instituto federal de ciência, educação e tecnologia catarinense"
1,"o que são esses quadradinhos que vcs tão postando hein?  (aparentemente é um joguinho, mas toda vez que eu vejo me lembro do logotipo do instituto federal kkkkk)"
0,"isso da if tá me consumindo tanto, que são 5 da manhã, minha matrícula ainda nem tá feita. e eu tô aqui desesperada pra saber informações sobre o instituto federal."
2,@eduardaq_7 oiii passei no instituto federal kkkkk
1,@louiewnics é o instituto federal a gente tem 4 anos no nosso ensino médio
0,rt @_amberzada: tira o dedo do meu cu instituto federal
2,"@deifparaifofc mete carteirada em todo mundo q falar q vc ta no colégio, colégio não, instituto federal!"
1,@cachorraaaaaa @nana_batista trabalho no instituto federal em barbacena
0,tira o dedo do meu cu instituto federal
2,"@ingayskull ksks é a minha favorita tbm..  e.. minha maior conquista é quando consegui fazer meu ensino médio em um instituto federal, e com isso ter dado um pouco de orgulho aos meus pais"
0,o instituto federal mata os estudantes no cansaço
0,@hikagrr bisha e eu que passei no instituto federal eu estou lascada
1,daqui pra outubro o estadão dá um jeito de encontrar mamadeira de piroca em instituto federal cês duvidam quanto
1,"@ariranhita na minha escola tem capivara, cutia, lebre, lagarto, macaco...kkkkkkk enfim o instituto federal"
0,"@leledolin pior q isso...quando vc não passou em alguma prova e desmerecem seu esforço, meu pai disse uma vez q não passei no instituto federal pq não quis e q ele q ia estudar cmg se eu fosse fzr dnv, isso pq ele fez a inscrição pro inceja mas n estudou dia"
1,@eletracheart doutrinada por marxistas no instituto federal*
0,botaram meu turno errado na carteirinha do busão e ainda escreveram  instituto fluminense federal  kkkkkkkkkk não é mole
2,"@patrick_rig @pr_alexandregon sim, eu fui desenvolver senso crítico no ensino médio pq estudei num instituto federal"
2,"joão miguel passou no instituto federal, que orgulho"
0,instituto federal pior escola do brasil
1,"olá a todos!  meu nome é gleidson e atualmente sou estudante da engenharia de biossistemas no instituto federal de são paulo no campus avaré, recentemente eu fui aprovado em um intercâmbio de um semestre em portugal, mas para realizar esse sonho preciso da ajuda de vocês!"
1,@icarushz onde isso???? kk if - todo quer dizer grupo geral do instituto federal kk se for isso
1,"o ensino galera, quem de certa forma,  influenciou  vocês a serem de  esquerda ?  no meu caso, foi o meu pai."
2,caralho passei em swgundo lugar no instituto federal
1,@felipecoronga é o instituto federal felipe kjdasjhdasdj vou passar confia
1,@hanashiro90 quem ficou em 5° na prova do instituto federal no meio de 340 concorrentes?
1,poderiam me dizer quem ficou em 5° na prova do instituto federal no meio de 340 concorrentes https://t.co/8wlzbahyos
1,@leokbelo13 foi o instituto federal msm
2,oficialmente matriculado em sistemas para internet no instituto federal de rondônia 
0,@lazarorosa25 para o veio da havan tem até aparelhamento de instituto federal e duvido que ele se preocupe com os milhões que sonega.
1,@srbixcoito2 @kkpain_ @oque_prefere instituto federal com ctz n é amigo
2,fiquei em 6° no instituto federal slk
0,"sei não,mas as vezes o instituto federal brinca com o meu coração,real mano rsrs #institutofederal #raiva #ridiculo"
0,instituto federal tirou todo o resto de saúde mental que eu e a rafa tinhamos https://t.co/tctvfhljkv
1,eu em ifrn (instituto federal de ciencias e tecnologias do rio grande do norte) https://t.co/wyfswak0ns
1,"@rengokusfav assim, eu tenho boas memórias dessa época. mas trate de estudar se vc quiser um bom ensino médio. se morar em sp, tenta etec. se morar em outros estados tenta outras escolas técnicas de ensino médio, até o instituto federal"
1,@kkpain_ @oque_prefere pode ser instituto federal tbm
2,"namjoon eu passei no instituto federal da minha cidade, eu tô tão feliz, espero ter dado orgulho pro bts inteiro vai ter army no ifsp sim https://t.co/hjlzkxakd7"
0,@math_m0ura tadinho vai ver ele estuda em algum instituto ou uni federal
2,meus sonhos relacionados a conquistas:  1) dar aulas de microbio ou bioquímica em algum instituto federal ou universidade 2) ter estabilidade financeira  3) conhecer o parque de yosemite 4) ter uma estante com vários livros  5) levar mamãe pra conhecer o vaticano https://t.co/ahxjjnnlch
1,@liro_priv resultado do instituto federal
1,"professor efetivo ebtt no instituto federal do rn. historiador, politicamente a esquerda, humanista, cristão adepto da teologia da libertação, mestrando em ciências sociais e humanas, escritor. nas horas vagas nas redes sociais para passar o tempo, o mundo não se resume a elas!"
2,meus sonhos relacionados a conquistas:  1) lecionar algo relacionado com geomorfo em algum instituto federal ou universidade 2) tem uma casa própria arejada que se possa andar descalço 3) viajar pra belgrado 4) ter um carro que me sirva 5) estabilidade financeira https://t.co/h9wlcfhrsg
2,"@zzz39kg obrigadaa no instituto federal amg, prestei pra edificações"
1,um caso de amor e ódio pelo instituto federal da bahia 
2,@obrigahistoria 1) passar em concurso de alguma universidade ou instituto federal. 2) esse seu número 4.
0,esses professores de instituto federal nao querem voltar a dar aula ein pqp bando de fudidos eles já são formados e nao perdem nada com ead
1,se dia 31 de janeiro eu n estiver pegando o nova iguaçu pra pisar na universidade federal rural do rio de janeiro - instituto multidisciplinar pra ver meus amigos eu juro q viro o coringa
1,@lost_inamemory instituto federal amg
1,meus amigos e o instituto federal fluminense https://t.co/6hjcy71llp
2,@haniyell sim. muito obrigado instituto federal de educação ciência e tecnologia de mato grosso do sul por ter me dado essa oportunidade
2,"a um ano atrás eu estava trabalhando em uma papelaria, hoje eu to estagiando no instituto federal. tudo acontece no momento que tem que acontecer e no tempo dele!"
1,"o instituto galera, quem de certa forma,  influenciou  vocês a serem de  esquerda ?  no meu caso, foi o meu pai."
1,"@leokbelo13 a @uneoficial, na época de faculdade no instituto federal"
1,@certifiedcopy_ omg eles sabem que vc estudou no instituto federal
1,@riqrxsh7 instituto federal de qual estado?
0,"a pior parte de ter q fazer a prova do instituto federal, é estudar pra ela"
0,"entrei no perfil do ca do ifce por causa da treta da vacina que vi o walber reclamando e saí completamente puto que tem negacionista usando justificativa idiota pra não se vacinar, logo num instituto de tecnologia federal"
2,passei no instituto federal uhuu https://t.co/n7oghopvfc
1,eu me inscrevi pra uma prova classificatória pro instituto federal e nem me lembrava kkkk o melhor é q e pra técnico em administração eu não sei fazer uma planilha que viagem foi essa senhor kkkkkkk https://t.co/aczctkqzgy
1,@bluesbela if que cê fala é o instituto federal?? onde que cê viu isso??
1,"@souojonash não foi bem hitar mas sim, um tweet meu falando bem da minha turma do instituto federal foi parar numa pígina famosinha de memes do if no instagram"
0,e eu que vou perder 2 semanas de aula da faculdade pq o grandioso instituto federal não vai terminar as aulas ate o final de fevereiro
0,o legal que o próprio instituto federal no edital recomenda a gente usar alguma ferramenta online gratuita de edição de pdf (pirataria) pra organizar nossos documentos pra matrícula
1,que brincadeira é essa que vcs tão postando o símbolo do instituto federal na tl
0,"te odeio instituto federal de ciências e tecnologia do rio grande do norte, te odeio"
1,15. professor de um instituto federal.
1,"poucos conseguiram concluir 2º e 3º anos juntos, obriga instituto federal"
1,@jnkfoik não é uma escola técnica é um instituto federal mesmo e lá tem cursos técnicos q vc pode escolher
1,baixei o livro que é usado como base no curso de 40h de história geral pelo instituto federal do rs. sabem que eu descobri: está tudo lá e bem mais. acho que vou estudar pelo livro e fazer as atividades pela plataforma.
0,"@marlic48304673 @murilodaflins infelizmente temos colegas no serviço público que mesmo diante de todas as contradições, continuam apoiando o traste. aqui no instituto federal de goiás, vários colegas professores, fazem palanque para o minto em sala de aula. alguns caíram na real. eu sempre que posso discuto..."
1,pras pessoas que dizem que só adolescente prepúd¬io q concorda  não queiram olhar meu grupo da sala (e eu estudo num instituto federal)
0,"é foda você passar num instituto federal devido ao ensino ser melhor e tudo mais, pra no fim de tudo ter aula ead, vai tomar no cu que essa porra já me saturou e eu não o seu o mesmo aluno do ead e do presencial."
0,"mas era instituto federal, utilizava o ensino finlandês, simplesmente insano. a gente tinha o sistema bimestral de notas, mas a gente mesmo tinha que correr atrás do conteúdo. professor não ficava horas no quadro, ele só guiava a gente p aprender a pesquisar caso não conseguisse+"
1,que jogo é esse do instituto federal?
0,"hackeadas mas autenticadas pelo instituto de criminalística da polícia federal¸ não sou eu que digo, são os peritos. corrupção mata e olha tu aí defendendo juíz corrupto. palmas pra você, nota zero. https://t.co/ky4xetutio"
0,me preparando psicologicamente para não receber mais o auxílio integrado integral alimentação já que dentro de um mês não terei mais vínculo com o instituto federal https://t.co/wszypvvefl
2,agora tenho 2 canvas pro pro resto da vida. obrigada universidade e instituto federal amo vcs
1,a partir de hoje eu não comemoro ter passado em um curso na etec e no instituto federal a @rayane_fabris anulou isso kkkkkk
0,"exemplo pessoal meu: sempre adorei a carreira científica, mas o meu primeiro contato com ela foi com um projeto do instituto federal de clube de ciências no meu último ano do ensino médio. e sem apoio pra continuar a estudar na área, minha graduação foi pro lado totalmente oposto"
1,@loueweiss instituto federal. faz ensino médio e um curso técnico junto.
0,"nesse tempo que fiquei fora recebi a notícia de que passei no instituto federal do meu estado (ifal, já que sou de alagoas), não fiquei tão feliz com isso, nem o meu pai ligou para isso, na verdade, ele nunca ligou para nós mesmo"
2,"@juancastro9090 instituto federal da bahia, a melhor escola do mundo (que eu odiava quando estudava mas morro de saudade kkkkkkk síndrome de estocolmo que fala né)"
2,o lado bom de ser nerd: no último dia de aula presencial de 2021 geral faltou e tive 2h de aula de análise sintática do inglês com um professor doutor em linguística extremamente foda com aquele quadro gigante e uma sala do instituto federal só pra mim
2,"oficialmente da escola instituto federal seguraaa, ninguém mede minha felicidade"
0,"entao... qual a maior surpresa o que passou pra juiz federal, o que passou nas agulhas negras ou o que passou no instituto rio branco? deveriam ser a elite mas são patéticos... https://t.co/n5wzeltusp"
1,@bl4ckmoya @grandeoutra um jogo cujo objetivo é formar o símbolo do if (instituto federal)
1,@quelzinhareis toda vez que tu posta isso eu acho que tô vendo o logo do instituto federal de educação
2,"@lilimacca mano... pois eu adooooro bbb... aquelas tretas são muito divertidas... se fosse pra ser cult eu não assistia tv, eu ia pra um seminário no instituto de química da universidade federal... além do mais há muitos assuntos interessantes no bbb q são abordados, não é de todo ruim..."
1,o que são esses quadradinhos quw vocês postam que parece a logo do instituto federal hein
0,"alguém me explica como passei de ano e como entrei em instituto federal sendo burra,e nem ter estudado direito."
1,"pra quem quer fazer curso online gratuito com certificação, é só entrar no instituto federal do rio grande do sul!"
1,indo me inscrever no curso de como dirigir tratores do instituto federal do mato grosso do sul sendo que o trator mais próximo tá em outra cidade
0,rt @gabitousz: caras na moral eu tô com tanta coisa pra fazer dessa porra desse instituto federal eu não aguento mais eu juro q eu não aguento e não para de chegar coisa os cara não tem o mínimo de senso não percebem q talvez eu tenha mais de uma matéria e tcc na boa quero morrer não tá dando https://t.co/dfptvo0yps
0,caras na moral eu tô com tanta coisa pra fazer dessa porra desse instituto federal eu não aguento mais eu juro q eu não aguento e não para de chegar coisa os cara não tem o mínimo de senso não percebem q talvez eu tenha mais de uma matéria e tcc na boa quero morrer não tá dando https://t.co/dfptvo0yps
2,@solummorii instituto federal meu amor brigadinha
0,se eu me suicidar podem processar o instituto federal
2,oficialmente estudante de instituto federal finalmente os refrescos
1,@franciny____ eu tô tentando uma vaga no instituto federal da minha cidade e uma menina que estuda comigo até então conseguiu vaga ( a lista ainda não é definitiva ) e eu  fiquei como excedente so que ela nao estuda nada nyny! sabe aquela pessoa que não se esforça pra nada na escola?? é ela!
1,@lizethselene_ faz eu entrar no ifpb (um instituto federal do meu estado) selene faz alguma coisa
2,"eu amo a relação que construi com a gabriel, ele acabou de me ligar pra dizer que passou no instituto federal"
2,"@larrytxfct também cursei o ensino médio técnico no instituto federal, só que eu não cheguei a terminar, era tec em agropecuária, 1 ano depois abriu um concurso no meu estado com vaga  pra tec agro e o salário era quase 4k, então achei massa tbm a oportunidade, pena que não terminei"
0,"que raiva desse site, eu tô me tremendo toda. se não der certo essa matrícula já era, instituto federal faz alguma coisa"
2,"@hakkai666 a pra mim tanto faz sabe, só de tá em um instituto federal já tá de bom tamanho :)"
2,eu oficilamente zerei o instituto federal de minas gerais - campus ouro branco 
2,"cada pessoa tem o seu tempo, a academia é um ambiente hostil e nada acolhedor. eu ter esse contato já no instituto federal, me deu vantagens quando eu entrei na universidade. apenas isso, cada pessoa tem uma experiência diferente e é isso."
0,"maldito seja o instituto federal, nem voltou as aulas e eu ja nao aguento mais"
1,"@luaspider nn,é colégio msm,é pq sou do instituto federal"
1,"@y_i5en não não é enem, era só o teste pra entrar no instituto federal daqui pelo curso de agrimensura"
0,"sinceramente estudantes do instituto federal do parana, plena estreia de bbb e vcs brigando no instagram do colégio"
0,sucumba instituto federal do paraná
0,"nmrl, tinha bolsa no bom jesus, positivo, dom bosco e falei  não po, instituto federal, la o ensino eh brabo, contabilidade po, tudo de bom  vtnc kkkkkkkkkkkkkkkkkk  to revoltado"
0,morro de ódio qnd eu lembro q eu pago minha alma no instituto federal cursando tecnico em petroleo e gás por um único e exclusivo motivo: birra com meu pai
1,pov: vc eh um aluno calouro do instituto federal do pará campus belém chegando pra aula das 10h da manhã do dia 24/11/2022 https://t.co/ak4qi3gqm5
1,no início olhava rápido achava q era ícone de instituto federal https://t.co/xw013gmgq8
0,instituto federal todo dia incentivando o êxodo estudantil vao se foderem queria entender o que tem de tão difícil em imprimir um caralho de diploma já fazem uns 6 meses que eu me formei e até agora não vi nem a sombra dessa porra  https://t.co/5ulktkbwef
0,"@eng_joice @lubaaao de iludida vc n tem nada. eu estudo em instituto federal, faço estágio, faço de tudo pela minha namorada e amo ela demais. vc deve ser uma encalhada pq pelo jeito vc é chata pra caralho kkkkkk"
2,"comecei a ler um livro em que a mina estuda no instituto federal, eu amei"
1,eu jurava q o termoo era pra adivinhar siglas tipo instituto federal
0,"nem pra passar na porra de um instituto federal eu sirvo, impressionante"
1,"sarah, eu ganho 200 reias do instituto federal essa é minha renda princesa"
0,"o cara é bolsonarista, estuda no instituto federal, passou no ead a base de cola e meteu que quer investir em nft kkkkkkkkkkkkkkkkkkkkkkkkk"
0,pra você eu quero dizer meus mais sinceros vai toma no cu instituto federal de uberlândia vai toma no cu
2,"idai que ela é gostosa, eu passei em todas as etec's da região (em 3 cursos de cada uma, sim, eu queria ter bastante opção de escolha) e em 11º no instituto federal de educação, ciência e tecnologia de são paulo."
0,ignorando profundamente o instituto federal desde dezembro como se eu ainda não tivesse um ano de curso
1,"@nimue_sorciere lenda, fazendo mais pelos futuros técnicos em informática do que o próprio instituto federal"
0,que estresse do caralho para entrar num instituto federal pqp
0,minha vida só não tá perfeita pq o instituto federal existe
0,"instituto federal, me deixa em paz irmão"
2,@gatopretorr amigo tinha literalmente uma academia no meu instituto federal com professor pra acompanhar e tudo
1,"ou seja, temos professores de universidades federais, professor de instituto federal, professor de universidade no exterior e pesquisadores em empresas.   quer contribuir com o podcast (e quem sabe ter acesso a episódios antes de seu lançamento), entre em contato por dm."
2,@m4bisun instituto federal mil vezes!!
1,quase que saia a logo do instituto federal haha
1,amg eu tenho tatuado a palavra  ife  no meu ombro e todo mundo pergunta pq eu tatuei  if  de instituto federal eu sempre fico 
0,"@sayuzitta ahhh eu sei qual é então, eu também vou tentar ir pra um, no caso aqui se chama ifes pq é instituto federal do espírito santo e eu tô com o cu na mão pq eu não tô com fé q eu vou conseguir, e olha q ainda falta 1 ano pra isso"
1,@j4dew3bb3r instituto federal de educação e ciências
0,incrível como o instituto federal te humilha incansavelmente   todo mundo na praia e amanhã a gente vai tá na escola fazendo prova e apresentando trabalho
0,"me recuso a aceitar que amanhã volto a ter ead, até quando isso instituto federal, bora reage"
2,"qnd apresentei a ideia no grupo da turma sem ela (coitada) e todo mundo topou eu nem acreditei, ainda dizem que meu curso tem gente escrota, meu curso só tem a nata dos melhores do instituto federal de educação ciência e tecnologia sul riograndense cara"
2,coisas que fazem a profissão valer a pena. uma ex-aluna me mandou mensagem hoje na hora do almoço pra dizer que passou no vestibular do instituto federal de são paulo (ifsp). minha felicidade é tamanha que não sei expressar! https://t.co/jktk76zkpa
1,"tirei 17/30 na prova do instituto federal, isso é bom ou ruim?"
1,@demonbwy naoo fiz prova p instituto federal
0,"rt @anatieteoliveir: me recuso a aceitar que amanhã volto a ter ead, até quando isso instituto federal, bora reage"
0,"eu sou um trabalhador que compreende política. você é um cidadão que reproduz um discurso de ódio ao pt que as elites terceirizaram a você.  aliás, o local onde você estuda só virou um instituto federal graças a lula. https://t.co/x9p1drjwfn"
1,@reiisza é o símbolo do if amg instituto federal
0,"triste q eu na minha adolescência no governo dilma, estudando num instituto federal, criado por lula, achando q na fase adulta teria oportunidades, esteja agora com dificuldades pra conseguir empregos q nem são da minha área de formação https://t.co/6mpuagiqyc"
1,"@yancorhec terminei tudo ano passado, esse ano vou fazer um curso técnico no instituto federal da minha cidade"
1,to indo fazer a prova da instituto federal kk...me desejem sorte pq eu vou precisar kkkkkkkkkkkkkkkkkkkkkkkkkkk
1,@paiva uma relação de amor e ódio nos meus tempos de instituto federal
1,@paiva paiva tu tá metido com instituto federal?
1,oxe instituto federal
1,@paiva é a sigla do if (instituto federal/escola) kkkkk
1,@fuckjazminez em um instituto federal de umas cidades daqui tem moda e cinema.......
1,@tianix pior que deve ser gente que frequenta o mesmo instituto da federal que eu
1,"@is2wisebrain minha escola, instituto federal"
0,"@wltjd_614 o daqui não é ruim, mas longe de ser um instituto federal"
1,rt @__jmachadoo: fumar aquele que deixou o instituto federal
1,fumar aquele que deixou o instituto federal
0,"@realgabrieladol siiim beeem privilegiada. mas essas escolas tipo etec, instituto federal etc tá cheio de rico. uma vez conheci uma menina q fez o ensino fundamental todo em outro país e q a escola era em inglês e ela voltou pra fazer e em aqui na etec e usou a cota kkkk"
1,"@veiadoscausos era um prédio que antigamente era usado como prédio comercial, mas o dono percebeu que dava mais lucro alugar os apartamentos como residencial, porque vinha muito estudante e concursado de fora estudar/trabalhar no instituto federal"
1,@hooniegfr tem uma prova todo ano q da a oportunidade de fazer o ensino medio e um curso tecnico no instituto federal daq do meu estado so q eh difícil dms
1,"@tiagohartung em meu caso, irei para o segundo semestre do curso superior de geografia no ifsp (instituto federal de são paulo)."
1,"@cacau_bt sim sim, do instituto federal"
1,o tipo o cara é tão topeira que tem dificuldade pra tirar a camisa pqp entretenimento garantido https://t.co/u7zi816em8
2,meu sonho é dar aula em um instituto federal. que xangô traga a vitória
0,a blusa não acredito que nos deram mais um daniel o menino nao serve nem pra tirar a camisa jesus    https://t.co/kq1dtpyqjq
2,estudou no instituto federal = altissimo qi
1,"@anacateira não, é o símbolo do instituto federal, é o mesmo pra todos do país. não sei se já tá com a reforma do ensino medio, mas antes era o ensino médio normal +técnico"
0,@mars_nayon instituto federal de chernobyl muito boa a escola
1,@m4lefik @maumeirelles engenharia em instituto federal
1,@__jmachadoo bem vinda ao instituto federal de caxias do sul
1,@deputadajuicy a camiseta do instituto federal kkkkk
1,"@milalaranjeira no meu ambiente profissional (sou professor de um instituto federal), 80% dos docentes são doutores. você acredita que tem alguns que querem ser chamados de doutores? mas a maioria preferem ser chamados de professor ou professora. esse é o caminho mais sensato."
1,"@desejodematar e eu estudando a evolução das flores no instituto federal... a tal das briófitas, pteridófitas, gimnospermas"
2,uma das coisas bestas que eu mais quis ter feito na vida era estudar no if (instituto federal) kkkkkk minha adolescência foi pacata poxa
1,@peterson_freire @alicebiruta só pode ser instituto técnico federal
1,"@caminhown eu olhava esse gabarito do jogo e ficava pensando  eu lembro de algum simbolo parecido, mas de onde é?  hahahahaah obrigado. e pros desavisados ou confusos: gente, if (instituto federal) é uma escola que tem pelo país inteiro. xd"
1,@taisbaianas @caminhown mas n era pra ser o instituto federal?
1,@caminhown eu enxerguei instituto federal o antigo cefet. desculpa jovens https://t.co/mgldmb2kam
0,"só digo uma coisa, estudante de instituto federal só se fode"
1,"passei no instituto federal,não sei se eu fico feliz ou triste"
1,@ftalebasi é instituto federal de santa catarina
1,instituto federal do piauí
2,"já falei que amo o ifba? o melhor instituto federal é o da bahia, campus salvador - barbalho. beijos!"
1,esse jogo do quadrado verde só me lembra a logo do instituto federal
2,"@enhfleur instituto federal, uma escola muito boa"
1,@princesinha_brb tentando entrar no instituto federal amr
1,@ttdajk instituto federal de educação?
1,@omaycon77 porra de polícia mlk   instituto federal rede de computadores
1,@spearbpoet amg kakkakakkaka todo mundo fala isso mas é o instituto federal de são paulo
2,meu namorado passou no instituto federal e eu estou muito orgulhosa 
2,"@nshromanoff de qualquer jeito vou, e se passar no instituto federal melhor ainda"
2,@caipirajoleano amg tu não acredita  passei na prova do instituto federal e fui convocada pra matrícula kkkkâ¤
1,@xxmislenny instituto federal de são paulo
0,eu tô muito nervosa pra prova do instituto federal. . . o medo de fracassar é grande.
1,"ué, eu passei no instituto federal também???????????"
2,"passei na etec e no instituto federal, tô me sentindo muito inteligente"
2,fiquei em 4 lugar no instituto federal  nao sei como mas ta ótimo
2,eu passei no instituto federal porraaaaaaaaaaa
0,"descobri hoje que eu passei no instituto federal e não fiquei sabendo. no almoço eu ri da primeira vez que a @zazazinhe passou na ufrgs e não se matriculou, meu deus. meu deus eu perdi a vaga https://t.co/tncbrmcmwj"
1,descobri que tem ads no instituto federal de cubatão hmmmmmm pensando aqui
0,@wblucxs qual tipo??? aquele tipo que fala mal do instituto federal???????? um absurdo realmente
0,instituto federal você me paga
2,"meu irmão passou no instituto federal,slc feliz dms por essa criança"
2,eu passei em sexto lugar no instituto federal caralho
1,@mulherdohokage instituto federal é uma escola
2,eu passei em primeiro na l1 do instituto federal q???? https://t.co/m9gvjzgktc
1,@fernandabarth o instituto federal farroupilha implantou o passaporte vacinal https://t.co/ckwtl4oehk
1,fiz meu curriculo e desenterrei cursos q nem lembrava mais (espanhol no instituto federal 2018)
0,"se vc por acaso pensou ou pensa ainda em estudar em um instituto federal, não faça isso"
0,instituto federal agilize jí passou da meia noite isso deveria estar programado
